,年月日,平均気温(℃)
2067,2008/8/29,25.3
2068,2008/8/30,25.0
2069,2008/8/31,24.3
2070,2008/9/1,25.6
2071,2008/9/2,26.7
2072,2008/9/3,27.2
2073,2008/9/4,24.9
2074,2008/9/5,24.3
2075,2008/9/6,25.0
2076,2008/9/7,24.7
2077,2008/9/8,24.3
2078,2008/9/9,22.1
2079,2008/9/10,21.6
2080,2008/9/11,21.0
2081,2008/9/12,23.9
2082,2008/9/13,23.6
2083,2008/9/14,23.3
2084,2008/9/15,23.0
2085,2008/9/16,21.7
2086,2008/9/17,22.4
2087,2008/9/18,22.1
2088,2008/9/19,22.4
2089,2008/9/20,22.7
2090,2008/9/21,21.4
2091,2008/9/22,19.3
2092,2008/9/23,21.0
2093,2008/9/24,21.7
2094,2008/9/25,21.6
2095,2008/9/26,21.3
2096,2008/9/27,17.9
2097,2008/9/28,15.7
2098,2008/9/29,15.4
2099,2008/9/30,16.6
2100,2008/10/1,16.9
2101,2008/10/2,16.7
2102,2008/10/3,16.5
2103,2008/10/4,17.8
2104,2008/10/5,18.3
2105,2008/10/6,17.2
2106,2008/10/7,19.0
2107,2008/10/8,17.9
2108,2008/10/9,19.2
2109,2008/10/10,20.0
2110,2008/10/11,19.0
2111,2008/10/12,14.3
2112,2008/10/13,16.2
2113,2008/10/14,16.6
2114,2008/10/15,17.6
2115,2008/10/16,15.9
2116,2008/10/17,16.5
2117,2008/10/18,17.0
2118,2008/10/19,18.0
2119,2008/10/20,18.3
2120,2008/10/21,16.1
2121,2008/10/22,16.7
2122,2008/10/23,18.6
2123,2008/10/24,20.2
2124,2008/10/25,18.3
2125,2008/10/26,16.5
2126,2008/10/27,15.2
2127,2008/10/28,13.9
2128,2008/10/29,13.9
2129,2008/10/30,10.4
2130,2008/10/31,10.7
2131,2008/11/1,11.9
2132,2008/11/2,11.5
2133,2008/11/3,11.3
2134,2008/11/4,12.2
2135,2008/11/5,9.7
2136,2008/11/6,11.6
2137,2008/11/7,14.0
2138,2008/11/8,11.2
2139,2008/11/9,9.1
2140,2008/11/10,9.5
2141,2008/11/11,10.2
2142,2008/11/12,10.7
2143,2008/11/13,12.5
2144,2008/11/14,13.3
2145,2008/11/15,14.6
2146,2008/11/16,14.2
2147,2008/11/17,14.1
2148,2008/11/18,13.2
2149,2008/11/19,8.3
2150,2008/11/20,5.3
2151,2008/11/21,7.1
2152,2008/11/22,7.3
2153,2008/11/23,8.3
2154,2008/11/24,7.3
2155,2008/11/25,8.2
2156,2008/11/26,8.3
2157,2008/11/27,6.1
2158,2008/11/28,9.0
2159,2008/11/29,9.7
2160,2008/11/30,9.8
2161,2008/12/1,6.6
2162,2008/12/2,7.5
2163,2008/12/3,9.0
2164,2008/12/4,9.2
2165,2008/12/5,12.0
2166,2008/12/6,7.4
2167,2008/12/7,3.7
2168,2008/12/8,4.9
2169,2008/12/9,6.1
2170,2008/12/10,11.2
2171,2008/12/11,10.1
2172,2008/12/12,9.3
2173,2008/12/13,9.8
2174,2008/12/14,4.9
2175,2008/12/15,2.9
2176,2008/12/16,5.6
2177,2008/12/17,7.5
2178,2008/12/18,8.3
2179,2008/12/19,5.3
2180,2008/12/20,6.0
2181,2008/12/21,10.3
2182,2008/12/22,10.6
2183,2008/12/23,3.6
2184,2008/12/24,3.1
2185,2008/12/25,5.7
2186,2008/12/26,3.0
2187,2008/12/27,4.0
2188,2008/12/28,5.3
2189,2008/12/29,5.7
2190,2008/12/30,5.5
2191,2008/12/31,4.8
2192,2009/1/1,3.5
2193,2009/1/2,4.3
2194,2009/1/3,2.2
2195,2009/1/4,3.2
2196,2009/1/5,3.4
2197,2009/1/6,5.5
2198,2009/1/7,2.5
2199,2009/1/8,3.2
2200,2009/1/9,3.2
2201,2009/1/10,3.1
2202,2009/1/11,2.5
2203,2009/1/12,2.1
2204,2009/1/13,1.2
2205,2009/1/14,2.3
2206,2009/1/15,2.2
2207,2009/1/16,1.5
2208,2009/1/17,2.5
2209,2009/1/18,4.0
2210,2009/1/19,7.4
2211,2009/1/20,3.8
2212,2009/1/21,4.8
2213,2009/1/22,5.2
2214,2009/1/23,8.8
2215,2009/1/24,3.5
2216,2009/1/25,1.7
2217,2009/1/26,1.5
2218,2009/1/27,4.2
2219,2009/1/28,5.1
2220,2009/1/29,7.4
2221,2009/1/30,8.9
2222,2009/1/31,6.8
2223,2009/2/1,6.0
2224,2009/2/2,2.2
2225,2009/2/3,5.2
2226,2009/2/4,5.4
2227,2009/2/5,4.3
2228,2009/2/6,4.6
2229,2009/2/7,2.7
2230,2009/2/8,4.2
2231,2009/2/9,2.5
2232,2009/2/10,6.1
2233,2009/2/11,3.5
2234,2009/2/12,6.8
2235,2009/2/13,9.4
2236,2009/2/14,15.4
2237,2009/2/15,10.3
2238,2009/2/16,6.9
2239,2009/2/17,3.4
2240,2009/2/18,2.6
2241,2009/2/19,3.3
2242,2009/2/20,4.3
2243,2009/2/21,4.1
2244,2009/2/22,5.3
2245,2009/2/23,5.0
2246,2009/2/24,3.9
2247,2009/2/25,5.9
2248,2009/2/26,5.2
2249,2009/2/27,1.8
2250,2009/2/28,5.2
2251,2009/3/1,6.5
2252,2009/3/2,4.2
2253,2009/3/3,1.9
2254,2009/3/4,4.2
2255,2009/3/5,5.3
2256,2009/3/6,7.4
2257,2009/3/7,9.8
2258,2009/3/8,7.6
2259,2009/3/9,8.7
2260,2009/3/10,10.7
2261,2009/3/11,6.2
2262,2009/3/12,5.2
2263,2009/3/13,8.5
2264,2009/3/14,10.1
2265,2009/3/15,8.1
2266,2009/3/16,8.4
2267,2009/3/17,10.2
2268,2009/3/18,12.1
2269,2009/3/19,14.3
2270,2009/3/20,12.9
2271,2009/3/21,7.8
2272,2009/3/22,13.0
2273,2009/3/23,12.1
2274,2009/3/24,6.7
2275,2009/3/25,5.4
2276,2009/3/26,5.5
2277,2009/3/27,5.3
2278,2009/3/28,5.0
2279,2009/3/29,5.7
2280,2009/3/30,7.2
2281,2009/3/31,8.8
2282,2009/4/1,8.5
2283,2009/4/2,7.8
2284,2009/4/3,8.5
2285,2009/4/4,11.8
2286,2009/4/5,12.0
2287,2009/4/6,12.2
2288,2009/4/7,13.7
2289,2009/4/8,13.8
2290,2009/4/9,15.2
2291,2009/4/10,16.4
2292,2009/4/11,14.6
2293,2009/4/12,14.4
2294,2009/4/13,17.3
2295,2009/4/14,16.1
2296,2009/4/15,18.7
2297,2009/4/16,15.9
2298,2009/4/17,11.0
2299,2009/4/18,14.0
2300,2009/4/19,14.6
2301,2009/4/20,14.4
2302,2009/4/21,16.8
2303,2009/4/22,18.0
2304,2009/4/23,15.3
2305,2009/4/24,10.5
2306,2009/4/25,10.8
2307,2009/4/26,15.8
2308,2009/4/27,13.4
2309,2009/4/28,10.0
2310,2009/4/29,12.3
2311,2009/4/30,15.1
2312,2009/5/1,16.8
2313,2009/5/2,17.6
2314,2009/5/3,17.9
2315,2009/5/4,19.4
2316,2009/5/5,16.3
2317,2009/5/6,16.1
2318,2009/5/7,17.2
2319,2009/5/8,16.2
2320,2009/5/9,17.9
2321,2009/5/10,21.3
2322,2009/5/11,18.3
2323,2009/5/12,19.9
2324,2009/5/13,19.4
2325,2009/5/14,16.2
2326,2009/5/15,13.7
2327,2009/5/16,16.2
2328,2009/5/17,18.4
2329,2009/5/18,21.9
2330,2009/5/19,19.2
2331,2009/5/20,20.4
2332,2009/5/21,21.9
2333,2009/5/22,21.9
2334,2009/5/23,21.3
2335,2009/5/24,17.7
2336,2009/5/25,17.0
2337,2009/5/26,18.4
2338,2009/5/27,19.6
2339,2009/5/28,17.4
2340,2009/5/29,17.5
2341,2009/5/30,18.1
2342,2009/5/31,17.5
2343,2009/6/1,16.8
2344,2009/6/2,19.0
2345,2009/6/3,21.2
2346,2009/6/4,20.2
2347,2009/6/5,18.7
2348,2009/6/6,19.5
2349,2009/6/7,19.9
2350,2009/6/8,16.3
2351,2009/6/9,19.8
2352,2009/6/10,21.3
2353,2009/6/11,19.9
2354,2009/6/12,21.1
2355,2009/6/13,21.5
2356,2009/6/14,19.0
2357,2009/6/15,18.5
2358,2009/6/16,18.2
2359,2009/6/17,19.1
2360,2009/6/18,18.9
2361,2009/6/19,18.8
2362,2009/6/20,21.3
2363,2009/6/21,22.2
2364,2009/6/22,20.8
2365,2009/6/23,25.2
2366,2009/6/24,22.2
2367,2009/6/25,23.4
2368,2009/6/26,24.6
2369,2009/6/27,25.0
2370,2009/6/28,22.3
2371,2009/6/29,22.9
2372,2009/6/30,21.1
2373,2009/7/1,21.4
2374,2009/7/2,19.8
2375,2009/7/3,21.2
2376,2009/7/4,22.1
2377,2009/7/5,22.0
2378,2009/7/6,22.4
2379,2009/7/7,25.6
2380,2009/7/8,25.4
2381,2009/7/9,26.4
2382,2009/7/10,26.9
2383,2009/7/11,21.9
2384,2009/7/12,23.6
2385,2009/7/13,26.3
2386,2009/7/14,25.2
2387,2009/7/15,27.2
2388,2009/7/16,26.7
2389,2009/7/17,24.7
2390,2009/7/18,25.7
2391,2009/7/19,26.7
2392,2009/7/20,24.7
2393,2009/7/21,21.3
2394,2009/7/22,22.5
2395,2009/7/23,23.3
2396,2009/7/24,26.3
2397,2009/7/25,27.2
2398,2009/7/26,28.3
2399,2009/7/27,26.9
2400,2009/7/28,25.8
2401,2009/7/29,27.6
2402,2009/7/30,26.5
2403,2009/7/31,22.6
2404,2009/8/1,22.8
2405,2009/8/2,22.9
2406,2009/8/3,24.3
2407,2009/8/4,24.4
2408,2009/8/5,25.7
2409,2009/8/6,25.4
2410,2009/8/7,26.8
2411,2009/8/8,24.8
2412,2009/8/9,25.7
2413,2009/8/10,25.8
2414,2009/8/11,25.3
2415,2009/8/12,24.4
2416,2009/8/13,26.0
2417,2009/8/14,26.0
2418,2009/8/15,24.3
2419,2009/8/16,25.1
2420,2009/8/17,24.2
2421,2009/8/18,24.8
2422,2009/8/19,25.1
2423,2009/8/20,26.1
2424,2009/8/21,26.2
2425,2009/8/22,25.6
2426,2009/8/23,23.6
2427,2009/8/24,23.4
2428,2009/8/25,22.6
2429,2009/8/26,22.3
2430,2009/8/27,22.6
2431,2009/8/28,25.9
2432,2009/8/29,26.7
2433,2009/8/30,21.7
2434,2009/8/31,18.5
2435,2009/9/1,23.1
2436,2009/9/2,21.2
2437,2009/9/3,21.0
2438,2009/9/4,21.2
2439,2009/9/5,22.5
2440,2009/9/6,22.4
2441,2009/9/7,22.3
2442,2009/9/8,22.8
2443,2009/9/9,21.5
2444,2009/9/10,20.7
2445,2009/9/11,20.7
2446,2009/9/12,19.6
2447,2009/9/13,22.2
2448,2009/9/14,20.3
2449,2009/9/15,20.1
2450,2009/9/16,21.3
2451,2009/9/17,19.4
2452,2009/9/18,18.1
2453,2009/9/19,19.7
2454,2009/9/20,20.2
2455,2009/9/21,19.4
2456,2009/9/22,20.9
2457,2009/9/23,21.7
2458,2009/9/24,21.1
2459,2009/9/25,20.5
2460,2009/9/26,20.5
2461,2009/9/27,20.2
2462,2009/9/28,21.7
2463,2009/9/29,21.2
2464,2009/9/30,18.7
2465,2009/10/1,19.3
2466,2009/10/2,20.0
2467,2009/10/3,20.8
2468,2009/10/4,19.9
2469,2009/10/5,17.5
2470,2009/10/6,16.9
2471,2009/10/7,16.8
2472,2009/10/8,20.7
2473,2009/10/9,17.4
2474,2009/10/10,14.6
2475,2009/10/11,15.5
2476,2009/10/12,15.5
2477,2009/10/13,17.4
2478,2009/10/14,17.2
2479,2009/10/15,14.9
2480,2009/10/16,14.2
2481,2009/10/17,16.1
2482,2009/10/18,17.7
2483,2009/10/19,16.0
2484,2009/10/20,16.3
2485,2009/10/21,15.5
2486,2009/10/22,15.3
2487,2009/10/23,15.9
2488,2009/10/24,14.1
2489,2009/10/25,15.0
2490,2009/10/26,14.7
2491,2009/10/27,16.1
2492,2009/10/28,14.0
2493,2009/10/29,15.2
2494,2009/10/30,16.6
2495,2009/10/31,16.0
2496,2009/11/1,17.9
2497,2009/11/2,11.0
2498,2009/11/3,6.4
2499,2009/11/4,8.0
2500,2009/11/5,9.9
2501,2009/11/6,12.1
2502,2009/11/7,13.6
2503,2009/11/8,14.6
2504,2009/11/9,14.9
2505,2009/11/10,16.4
2506,2009/11/11,16.4
2507,2009/11/12,11.7
2508,2009/11/13,11.0
2509,2009/11/14,14.1
2510,2009/11/15,13.7
2511,2009/11/16,10.7
2512,2009/11/17,8.4
2513,2009/11/18,8.8
2514,2009/11/19,5.7
2515,2009/11/20,7.5
2516,2009/11/21,9.9
2517,2009/11/22,6.3
2518,2009/11/23,8.8
2519,2009/11/24,9.5
2520,2009/11/25,10.9
2521,2009/11/26,11.9
2522,2009/11/27,10.0
2523,2009/11/28,10.9
2524,2009/11/29,9.1
2525,2009/11/30,8.2
2526,2009/12/1,7.6
2527,2009/12/2,8.2
2528,2009/12/3,8.8
2529,2009/12/4,9.4
2530,2009/12/5,10.2
2531,2009/12/6,8.7
2532,2009/12/7,6.7
2533,2009/12/8,5.9
2534,2009/12/9,8.2
2535,2009/12/10,9.1
2536,2009/12/11,8.3
2537,2009/12/12,11.3
2538,2009/12/13,8.4
2539,2009/12/14,7.0
2540,2009/12/15,3.9
2541,2009/12/16,3.8
2542,2009/12/17,4.3
2543,2009/12/18,2.5
2544,2009/12/19,2.1
2545,2009/12/20,2.2
2546,2009/12/21,3.5
2547,2009/12/22,1.8
2548,2009/12/23,3.0
2549,2009/12/24,4.8
2550,2009/12/25,5.4
2551,2009/12/26,5.9
2552,2009/12/27,5.3
2553,2009/12/28,7.4
2554,2009/12/29,5.0
2555,2009/12/30,3.4
2556,2009/12/31,2.4
2557,2010/1/1,2.6
2558,2010/1/2,4.5
2559,2010/1/3,2.1
2560,2010/1/4,3.3
2561,2010/1/5,6.2
2562,2010/1/6,5.0
2563,2010/1/7,5.0
2564,2010/1/8,3.1
2565,2010/1/9,2.9
2566,2010/1/10,3.3
2567,2010/1/11,2.4
2568,2010/1/12,1.8
2569,2010/1/13,2.9
2570,2010/1/14,0.6
2571,2010/1/15,-0.1
2572,2010/1/16,-0.5
2573,2010/1/17,0.8
2574,2010/1/18,0.5
2575,2010/1/19,4.2
2576,2010/1/20,6.7
2577,2010/1/21,8.9
2578,2010/1/22,5.3
2579,2010/1/23,3.9
2580,2010/1/24,2.5
2581,2010/1/25,4.3
2582,2010/1/26,4.2
2583,2010/1/27,3.3
2584,2010/1/28,6.7
2585,2010/1/29,3.9
2586,2010/1/30,5.2
2587,2010/1/31,7.6
2588,2010/2/1,3.0
2589,2010/2/2,1.7
2590,2010/2/3,1.0
2591,2010/2/4,0.2
2592,2010/2/5,1.6
2593,2010/2/6,0.5
2594,2010/2/7,2.6
2595,2010/2/8,3.1
2596,2010/2/9,9.5
2597,2010/2/10,6.5
2598,2010/2/11,3.3
2599,2010/2/12,2.1
2600,2010/2/13,0.7
2601,2010/2/14,1.4
2602,2010/2/15,4.1
2603,2010/2/16,2.8
2604,2010/2/17,1.8
2605,2010/2/18,1.6
2606,2010/2/19,1.7
2607,2010/2/20,3.7
2608,2010/2/21,3.2
2609,2010/2/22,4.8
2610,2010/2/23,7.1
2611,2010/2/24,8.8
2612,2010/2/25,11.4
2613,2010/2/26,15.6
2614,2010/2/27,9.6
2615,2010/2/28,3.9
2616,2010/3/1,6.7
2617,2010/3/2,3.9
2618,2010/3/3,6.9
2619,2010/3/4,6.1
2620,2010/3/5,11.4
2621,2010/3/6,11.0
2622,2010/3/7,4.9
2623,2010/3/8,4.3
2624,2010/3/9,2.8
2625,2010/3/10,3.7
2626,2010/3/11,6.9
2627,2010/3/12,8.9
2628,2010/3/13,11.8
2629,2010/3/14,7.8
2630,2010/3/15,11.2
2631,2010/3/16,13.0
2632,2010/3/17,8.6
2633,2010/3/18,7.4
2634,2010/3/19,6.9
2635,2010/3/20,12.8
2636,2010/3/21,13.8
2637,2010/3/22,7.8
2638,2010/3/23,8.4
2639,2010/3/24,5.4
2640,2010/3/25,4.3
2641,2010/3/26,5.7
2642,2010/3/27,6.5
2643,2010/3/28,4.4
2644,2010/3/29,2.5
2645,2010/3/30,3.8
2646,2010/3/31,6.6
2647,2010/4/1,12.5
2648,2010/4/2,13.5
2649,2010/4/3,9.1
2650,2010/4/4,6.8
2651,2010/4/5,9.2
2652,2010/4/6,13.9
2653,2010/4/7,9.5
2654,2010/4/8,6.7
2655,2010/4/9,9.4
2656,2010/4/10,14.4
2657,2010/4/11,15.5
2658,2010/4/12,7.2
2659,2010/4/13,13.6
2660,2010/4/14,13.3
2661,2010/4/15,5.1
2662,2010/4/16,4.5
2663,2010/4/17,4.3
2664,2010/4/18,9.8
2665,2010/4/19,12.5
2666,2010/4/20,14.2
2667,2010/4/21,16.5
2668,2010/4/22,7.3
2669,2010/4/23,7.0
2670,2010/4/24,9.0
2671,2010/4/25,10.4
2672,2010/4/26,11.3
2673,2010/4/27,11.0
2674,2010/4/28,13.9
2675,2010/4/29,16.4
2676,2010/4/30,13.3
2677,2010/5/1,14.2
2678,2010/5/2,15.7
2679,2010/5/3,17.0
2680,2010/5/4,19.3
2681,2010/5/5,20.8
2682,2010/5/6,21.5
2683,2010/5/7,19.7
2684,2010/5/8,17.5
2685,2010/5/9,17.7
2686,2010/5/10,17.4
2687,2010/5/11,15.6
2688,2010/5/12,15.0
2689,2010/5/13,15.0
2690,2010/5/14,13.4
2691,2010/5/15,12.8
2692,2010/5/16,15.5
2693,2010/5/17,18.7
2694,2010/5/18,19.7
2695,2010/5/19,19.6
2696,2010/5/20,19.1
2697,2010/5/21,22.4
2698,2010/5/22,20.8
2699,2010/5/23,17.0
2700,2010/5/24,18.8
2701,2010/5/25,21.5
2702,2010/5/26,15.3
2703,2010/5/27,15.5
2704,2010/5/28,16.0
2705,2010/5/29,13.9
2706,2010/5/30,13.0
2707,2010/5/31,14.5
2708,2010/6/1,15.1
2709,2010/6/2,16.0
2710,2010/6/3,18.6
2711,2010/6/4,20.1
2712,2010/6/5,17.0
2713,2010/6/6,18.3
2714,2010/6/7,20.5
2715,2010/6/8,19.5
2716,2010/6/9,18.8
2717,2010/6/10,20.1
2718,2010/6/11,20.6
2719,2010/6/12,23.1
2720,2010/6/13,22.6
2721,2010/6/14,17.7
2722,2010/6/15,22.6
2723,2010/6/16,24.5
2724,2010/6/17,24.8
2725,2010/6/18,22.9
2726,2010/6/19,22.4
2727,2010/6/20,24.5
2728,2010/6/21,24.9
2729,2010/6/22,25.2
2730,2010/6/23,22.6
2731,2010/6/24,23.3
2732,2010/6/25,24.3
2733,2010/6/26,24.7
2734,2010/6/27,25.3
2735,2010/6/28,26.9
2736,2010/6/29,24.3
2737,2010/6/30,22.8
2738,2010/7/1,24.6
2739,2010/7/2,25.0
2740,2010/7/3,25.6
2741,2010/7/4,25.6
2742,2010/7/5,24.9
2743,2010/7/6,25.0
2744,2010/7/7,23.9
2745,2010/7/8,25.9
2746,2010/7/9,24.7
2747,2010/7/10,26.0
2748,2010/7/11,24.9
2749,2010/7/12,26.4
2750,2010/7/13,20.9
2751,2010/7/14,24.6
2752,2010/7/15,26.9
2753,2010/7/16,26.9
2754,2010/7/17,27.6
2755,2010/7/18,27.6
2756,2010/7/19,28.2
2757,2010/7/20,28.5
2758,2010/7/21,28.9
2759,2010/7/22,29.2
2760,2010/7/23,29.8
2761,2010/7/24,29.6
2762,2010/7/25,27.5
2763,2010/7/26,26.1
2764,2010/7/27,27.6
2765,2010/7/28,28.2
2766,2010/7/29,25.6
2767,2010/7/30,26.2
2768,2010/7/31,28.5
2769,2010/8/1,28.4
2770,2010/8/2,28.9
2771,2010/8/3,29.1
2772,2010/8/4,29.2
2773,2010/8/5,29.6
2774,2010/8/6,28.5
2775,2010/8/7,27.8
2776,2010/8/8,28.5
2777,2010/8/9,26.1
2778,2010/8/10,27.5
2779,2010/8/11,28.3
2780,2010/8/12,27.7
2781,2010/8/13,26.2
2782,2010/8/14,26.9
2783,2010/8/15,29.5
2784,2010/8/16,30.2
2785,2010/8/17,29.6
2786,2010/8/18,28.0
2787,2010/8/19,26.6
2788,2010/8/20,25.8
2789,2010/8/21,27.1
2790,2010/8/22,28.7
2791,2010/8/23,29.5
2792,2010/8/24,29.2
2793,2010/8/25,28.7
2794,2010/8/26,28.2
2795,2010/8/27,27.6
2796,2010/8/28,28.9
2797,2010/8/29,27.7
2798,2010/8/30,28.0
2799,2010/8/31,28.9
2800,2010/9/1,29.0
2801,2010/9/2,28.7
2802,2010/9/3,28.7
2803,2010/9/4,28.9
2804,2010/9/5,28.6
2805,2010/9/6,29.0
2806,2010/9/7,29.7
2807,2010/9/8,23.1
2808,2010/9/9,23.3
2809,2010/9/10,23.6
2810,2010/9/11,26.2
2811,2010/9/12,25.2
2812,2010/9/13,26.0
2813,2010/9/14,23.6
2814,2010/9/15,21.6
2815,2010/9/16,19.9
2816,2010/9/17,22.0
2817,2010/9/18,23.0
2818,2010/9/19,23.6
2819,2010/9/20,23.6
2820,2010/9/21,26.1
2821,2010/9/22,25.8
2822,2010/9/23,19.6
2823,2010/9/24,17.4
2824,2010/9/25,14.7
2825,2010/9/26,16.8
2826,2010/9/27,15.9
2827,2010/9/28,19.5
2828,2010/9/29,19.9
2829,2010/9/30,17.5
2830,2010/10/1,19.6
2831,2010/10/2,18.6
2832,2010/10/3,18.7
2833,2010/10/4,19.3
2834,2010/10/5,20.7
2835,2010/10/6,20.1
2836,2010/10/7,19.6
2837,2010/10/8,19.2
2838,2010/10/9,17.4
2839,2010/10/10,18.8
2840,2010/10/11,20.0
2841,2010/10/12,20.7
2842,2010/10/13,21.2
2843,2010/10/14,19.7
2844,2010/10/15,19.9
2845,2010/10/16,19.4
2846,2010/10/17,18.0
2847,2010/10/18,16.6
2848,2010/10/19,16.9
2849,2010/10/20,16.8
2850,2010/10/21,16.4
2851,2010/10/22,16.5
2852,2010/10/23,13.4
2853,2010/10/24,13.7
2854,2010/10/25,16.4
2855,2010/10/26,14.2
2856,2010/10/27,10.3
2857,2010/10/28,8.5
2858,2010/10/29,12.3
2859,2010/10/30,12.6
2860,2010/10/31,15.0
2861,2010/11/1,14.8
2862,2010/11/2,13.5
2863,2010/11/3,10.3
2864,2010/11/4,6.9
2865,2010/11/5,9.9
2866,2010/11/6,11.9
2867,2010/11/7,12.4
2868,2010/11/8,13.2
2869,2010/11/9,13.3
2870,2010/11/10,11.6
2871,2010/11/11,10.8
2872,2010/11/12,10.6
2873,2010/11/13,12.1
2874,2010/11/14,12.5
2875,2010/11/15,8.8
2876,2010/11/16,5.9
2877,2010/11/17,7.7
2878,2010/11/18,8.2
2879,2010/11/19,9.7
2880,2010/11/20,10.0
2881,2010/11/21,12.0
2882,2010/11/22,13.7
2883,2010/11/23,12.2
2884,2010/11/24,8.0
2885,2010/11/25,7.6
2886,2010/11/26,10.9
2887,2010/11/27,9.8
2888,2010/11/28,9.1
2889,2010/11/29,8.4
2890,2010/11/30,8.8
2891,2010/12/1,9.1
2892,2010/12/2,11.1
2893,2010/12/3,16.1
2894,2010/12/4,9.0
2895,2010/12/5,7.6
2896,2010/12/6,8.3
2897,2010/12/7,9.6
2898,2010/12/8,7.0
2899,2010/12/9,6.3
2900,2010/12/10,7.0
2901,2010/12/11,9.1
2902,2010/12/12,8.9
2903,2010/12/13,7.3
2904,2010/12/14,8.5
2905,2010/12/15,7.3
2906,2010/12/16,3.3
2907,2010/12/17,3.4
2908,2010/12/18,4.4
2909,2010/12/19,4.7
2910,2010/12/20,6.6
2911,2010/12/21,7.9
2912,2010/12/22,12.4
2913,2010/12/23,10.3
2914,2010/12/24,4.8
2915,2010/12/25,2.5
2916,2010/12/26,2.8
2917,2010/12/27,2.4
2918,2010/12/28,3.4
2919,2010/12/29,5.5
2920,2010/12/30,0.6
2921,2010/12/31,3.8
2922,2011/1/1,3.9
2923,2011/1/2,3.1
2924,2011/1/3,2.0
2925,2011/1/4,2.7
2926,2011/1/5,3.6
2927,2011/1/6,4.2
2928,2011/1/7,1.6
2929,2011/1/8,1.6
2930,2011/1/9,3.2
2931,2011/1/10,1.7
2932,2011/1/11,0.7
2933,2011/1/12,2.7
2934,2011/1/13,2.0
2935,2011/1/14,0.7
2936,2011/1/15,1.1
2937,2011/1/16,0.3
2938,2011/1/17,3.1
2939,2011/1/18,2.3
2940,2011/1/19,2.7
2941,2011/1/20,2.2
2942,2011/1/21,2.5
2943,2011/1/22,3.3
2944,2011/1/23,2.6
2945,2011/1/24,3.9
2946,2011/1/25,2.3
2947,2011/1/26,2.0
2948,2011/1/27,1.8
2949,2011/1/28,0.3
2950,2011/1/29,1.2
2951,2011/1/30,0.7
2952,2011/1/31,-0.5
2953,2011/2/1,3.5
2954,2011/2/2,2.8
2955,2011/2/3,3.7
2956,2011/2/4,5.4
2957,2011/2/5,5.5
2958,2011/2/6,5.9
2959,2011/2/7,5.8
2960,2011/2/8,3.9
2961,2011/2/9,2.9
2962,2011/2/10,4.1
2963,2011/2/11,0.9
2964,2011/2/12,0.9
2965,2011/2/13,1.7
2966,2011/2/14,2.0
2967,2011/2/15,2.7
2968,2011/2/16,3.4
2969,2011/2/17,7.8
2970,2011/2/18,8.9
2971,2011/2/19,3.9
2972,2011/2/20,7.1
2973,2011/2/21,6.1
2974,2011/2/22,4.4
2975,2011/2/23,6.0
2976,2011/2/24,8.4
2977,2011/2/25,11.4
2978,2011/2/26,4.7
2979,2011/2/27,8.8
2980,2011/2/28,3.5
2981,2011/3/1,4.8
2982,2011/3/2,5.3
2983,2011/3/3,2.8
2984,2011/3/4,2.8
2985,2011/3/5,4.0
2986,2011/3/6,7.0
2987,2011/3/7,2.5
2988,2011/3/8,4.6
2989,2011/3/9,4.5
2990,2011/3/10,3.6
2991,2011/3/11,3.8
2992,2011/3/12,6.0
2993,2011/3/13,8.6
2994,2011/3/14,10.8
2995,2011/3/15,8.9
2996,2011/3/16,5.9
2997,2011/3/17,2.4
2998,2011/3/18,3.0
2999,2011/3/19,9.5
3000,2011/3/20,9.7
3001,2011/3/21,8.0
3002,2011/3/22,5.9
3003,2011/3/23,5.2
3004,2011/3/24,3.3
3005,2011/3/25,5.7
3006,2011/3/26,6.0
3007,2011/3/27,4.8
3008,2011/3/28,6.5
3009,2011/3/29,8.0
3010,2011/3/30,9.3
3011,2011/3/31,8.0
3012,2011/4/1,8.5
3013,2011/4/2,10.3
3014,2011/4/3,6.5
3015,2011/4/4,6.4
3016,2011/4/5,7.4
3017,2011/4/6,11.1
3018,2011/4/7,13.2
3019,2011/4/8,16.6
3020,2011/4/9,14.1
3021,2011/4/10,11.9
3022,2011/4/11,11.5
3023,2011/4/12,9.3
3024,2011/4/13,11.7
3025,2011/4/14,14.9
3026,2011/4/15,16.6
3027,2011/4/16,17.9
3028,2011/4/17,11.6
3029,2011/4/18,12.7
3030,2011/4/19,8.6
3031,2011/4/20,7.8
3032,2011/4/21,10.2
3033,2011/4/22,13.9
3034,2011/4/23,15.5
3035,2011/4/24,14.1
3036,2011/4/25,11.9
3037,2011/4/26,13.6
3038,2011/4/27,17.4
3039,2011/4/28,17.6
3040,2011/4/29,12.8
3041,2011/4/30,15.3
3042,2011/5/1,17.0
3043,2011/5/2,17.9
3044,2011/5/3,13.8
3045,2011/5/4,15.9
3046,2011/5/5,13.3
3047,2011/5/6,13.5
3048,2011/5/7,15.6
3049,2011/5/8,19.1
3050,2011/5/9,17.3
3051,2011/5/10,18.9
3052,2011/5/11,13.9
3053,2011/5/12,14.8
3054,2011/5/13,18.1
3055,2011/5/14,17.5
3056,2011/5/15,18.7
3057,2011/5/16,18.9
3058,2011/5/17,16.1
3059,2011/5/18,17.3
3060,2011/5/19,16.8
3061,2011/5/20,20.4
3062,2011/5/21,21.3
3063,2011/5/22,17.9
3064,2011/5/23,14.1
